school_code,seoutguse_gubun,hr_operation_krw,student_welfare_krw,edu_activity_support_krw,general_operation_krw,facility_expansion_krw,financial_activity_krw,fiscal_year
S090004022,예산세출,7860000,726498000,61377000,276226000,0,0,2025
S090004023,예산세출,11850000,944899000,44922000,371747000,0,0,2025
S090004024,예산세출,2980000,235797000,20204000,241881000,0,0,2025
S090004025,예산세출,5310000,376612000,52406000,295816000,4500000,0,2025
S090004027,예산세출,8230000,317457000,25931000,234248000,0,0,2025
S090004029,예산세출,4370000,38638000,72892000,183564000,0,0,2025
S090004030,예산세출,3760000,221510000,51665000,352121000,0,0,2025
S090004031,예산세출,8620000,145485000,46046000,375549000,0,0,2025
S090004033,,0,0,0,0,0,0,2025
S090004035,예산세출,6800000,640812000,89483000,348466000,0,0,2025
S090004036,예산세출,7600000,798910000,42506000,387382000,150000,0,2025
S090004037,예산세출,6125000,867915000,98300000,391616000,0,0,2025
S090004038,예산세출,11880000,438122000,39830000,329869000,0,0,2025
S090004039,예산세출,3480000,343438000,19790000,296516000,0,0,2025
S090004040,예산세출,9570000,233018000,30826000,241435000,0,0,2025
S090004042,예산세출,6530000,419101000,60822000,286319000,0,0,2025
S090004043,예산세출,5810000,49552000,16428000,215933000,0,0,2025
S090004044,예산세출,6060000,455184000,30724000,240937000,0,0,2025
S090004045,예산세출,7208000,304893000,49186000,269469000,0,100000,2025
S090004046,예산세출,1800000,698378000,60676000,328967000,0,0,2025
S090004047,예산세출,12060000,992447000,62630000,396468000,0,0,2025
S090004049,예산세출,5140000,351728000,43850000,241386000,0,0,2025
S090004052,예산세출,6488000,656312000,67823000,329349000,0,0,2025
S090004053,예산세출,3400000,196510000,45874000,358252000,0,0,2025
S090004054,,0,0,0,0,0,0,2025
S090004055,예산세출,6750000,111874000,24562000,201791000,0,0,2025
S090004056,예산세출,10430000,451195000,23410000,231258000,0,0,2025
S090004057,예산세출,3840000,449998000,15476000,235552000,0,0,2025
S090004058,예산세출,7250000,591752000,49392000,326971000,0,0,2025
S090004059,예산세출,10930000,355316000,18740000,275786000,0,300000,2025
S090004060,예산세출,14580000,241301000,24592000,268894000,0,0,2025
S090004061,예산세출,2180000,577790000,35414000,335653000,0,0,2025
S090004062,예산세출,6910000,299453000,18869000,284014000,0,0,2025
S090004063,예산세출,2900000,259955000,21630000,221871000,0,0,2025
S090004064,예산세출,3780000,278257000,54854000,424640000,0,0,2025
S090004065,,0,0,0,0,0,0,2025
S090004066,예산세출,11535000,746071000,27806000,397245000,0,0,2025
S090004067,예산세출,7430000,131852000,35436000,215606000,0,0,2025
S090004068,예산세출,2750000,459171000,36088000,354232000,0,0,2025
S090004176,예산세출,8474000,275781000,22049000,257648000,0,0,2025
S090004177,예산세출,4030000,121382000,21015000,175758000,0,6000000,2025
S090004180,예산세출,16084000,362350000,19783000,157468000,0,0,2025
S090004183,예산세출,8282000,113917000,19138000,200100000,0,0,2025
S090004189,예산세출,5780000,360484000,38373000,324145000,0,0,2025
S090004190,예산세출,2280000,400762000,30027000,312118000,0,1000000,2025
S090004191,예산세출,2700000,279582000,28380000,230262000,0,0,2025
S090004193,예산세출,2880000,520480000,22888000,281270000,0,30000000,2025
S090004198,예산세출,5530000,466587000,67174000,357654000,0,0,2025
S090004199,예산세출,2870000,325860000,21193000,220545000,0,25000,2025
S090004200,예산세출,5650000,78484000,21830000,236488000,5000000,0,2025
S090004201,예산세출,8300000,97081000,24874000,210703000,0,2546000,2025
S090004202,예산세출,3550000,165102000,32841000,233196000,7920000,0,2025
S090004203,예산세출,4460000,311341000,42638000,229322000,0,0,2025
S090004204,예산세출,7720000,502930000,37850000,276941000,0,30000,2025
S090004205,예산세출,9500000,199971000,34580000,202619000,5000000,0,2025
S090004208,예산세출,11455000,79100000,21350000,164939000,0,266000,2025
S090004209,예산세출,8650000,88832000,21899000,218501000,0,0,2025
S090004210,예산세출,3340000,287780000,11315000,233316000,0,0,2025
S090004211,예산세출,4850000,790113000,44656000,359413000,0,200000,2025
S090004212,예산세출,4550000,124527000,17400000,232789000,0,0,2025
S090004213,예산세출,2510000,114355000,11668000,211637000,0,2800000,2025
S090004214,예산세출,5100000,68156000,9883000,223311000,0,13000,2025
S090004215,예산세출,8320000,931680000,50569000,319528000,0,13363000,2025
S090004216,예산세출,3630000,116285000,15368000,198457000,0,0,2025
S090004282,예산세출,7500000,195134000,22177000,261322000,900000,0,2025
S090004283,예산세출,8450000,119092000,36382000,198756000,0,0,2025
S090004284,예산세출,5920000,108185000,40602000,219800000,0,0,2025
S090004286,예산세출,9980000,132227000,44946000,250044000,0,0,2025
S090004287,예산세출,15870000,615072000,84560000,308099000,28653000,20000,2025
S090004288,예산세출,6090000,450104000,51935000,287318000,0,0,2025
S090004289,예산세출,4740000,103543000,35640000,190307000,0,0,2025
S090004292,예산세출,12900000,978519000,151492000,360571000,0,0,2025
S090004294,예산세출,9350000,571709000,61798000,386862000,8579000,0,2025
S090004296,예산세출,4080000,218788000,53216000,222062000,0,0,2025
S090004297,예산세출,3580000,103851000,39172000,174264000,0,0,2025
S090004301,예산세출,3240000,215710000,50512000,264586000,0,0,2025
S090004302,예산세출,5080000,521417000,39168000,358241000,0,0,2025
S090004304,예산세출,6500000,432429000,54384000,269346000,0,0,2025
S090004305,예산세출,4550000,197344000,23108000,296961000,0,0,2025
S090004306,예산세출,8590000,888785000,52716000,401894000,0,0,2025
S090004308,예산세출,9100000,173256000,28496000,268442000,0,0,2025
S090004310,예산세출,4880000,84613000,23074000,205779000,0,10000,2025
S090004312,예산세출,9540000,572541000,41709000,371671000,0,0,2025
S090004313,예산세출,5050000,148006000,23236000,243679000,0,0,2025
S090004315,예산세출,2440000,158723000,35044000,272880000,0,0,2025
S090004317,예산세출,9740000,208974000,35106000,268654000,0,0,2025
S090004318,예산세출,6700000,301525000,34937000,317189000,0,0,2025
S090004319,예산세출,5670000,100106000,21730000,178091000,0,0,2025
S090004320,예산세출,3690000,245865000,27775000,276197000,0,0,2025
S090004321,예산세출,11454000,804491000,61570000,389044000,0,0,2025
S090004322,예산세출,4940000,122352000,28690000,253109000,0,200000,2025
S090004324,예산세출,6540000,155330000,37848000,128022000,200000,0,2025
S090004325,예산세출,21200000,727456000,67573000,281842000,0,0,2025
S090004326,예산세출,9520000,207773000,23905000,242436000,0,10000,2025
S090004328,예산세출,6110000,527935000,54147000,355603000,0,0,2025
S090004329,예산세출,4050000,329235000,43531000,272772000,0,0,2025
S090004330,예산세출,8130000,646522000,47781000,332725000,0,0,2025
S090004331,예산세출,11940000,603299000,56213000,317639000,0,0,2025
S090004333,예산세출,3960000,112771000,24789000,209955000,1200000,30000,2025
S090004336,예산세출,6840000,288665000,22758000,297720000,0,0,2025
S090004337,예산세출,3540000,94933000,49609000,225519000,0,0,2025
S090004340,예산세출,1190000,106296000,13742000,244411000,0,0,2025
S090004341,예산세출,1350000,109881000,28313000,235975000,0,0,2025
S090004344,예산세출,7900000,239209000,45807000,333592000,0,35000,2025
S090004345,,0,0,0,0,0,0,2025
S090004347,예산세출,3950000,95207000,26770000,258858000,0,0,2025
S090004348,예산세출,5668000,76775000,28255000,185104000,0,0,2025
S090004349,예산세출,12560000,758242000,46984000,395116000,0,0,2025
S090004350,예산세출,9515000,314322000,22463000,285275000,200000,0,2025
S090004351,예산세출,3940000,183234000,33827000,263160000,0,0,2025
S090004352,예산세출,4200000,114789000,18202000,191045000,10000000,0,2025
S090004353,예산세출,2100000,844949000,77999000,455289000,0,40000,2025
S090004354,예산세출,5300000,396123000,27216000,288007000,0,0,2025
S090004355,,0,0,0,0,0,0,2025
S090004356,예산세출,3790000,72617000,8050000,202870000,0,50000,2025
S090004358,예산세출,8180000,127111000,21864000,260515000,0,222000,2025
S090004797,예산세출,6180000,812886000,66751000,374416000,13000000,0,2025
S090004804,예산세출,12395000,941244000,39742000,394224000,0,0,2025
S090004824,예산세출,8700000,912268000,69713000,391332000,0,0,2025
S090004836,예산세출,8400000,713106000,72996000,412814000,0,0,2025
S090004841,예산세출,7100000,1232494000,108820000,403129000,0,0,2025
S090004842,예산세출,15470000,813713000,66032000,341831000,0,8388000,2025
S090004843,예산세출,4100000,755150000,67308000,383065000,0,0,2025
S090004844,예산세출,7800000,242213000,40462000,321847000,0,17500000,2025
S090004845,예산세출,7460000,511015000,82038000,266360000,0,0,2025
S090004846,예산세출,5720000,332676000,37658000,309177000,0,0,2025
S090004847,예산세출,9600000,504623000,47746000,332057000,0,0,2025
S090004848,예산세출,7400000,502619000,25720000,336142000,0,0,2025
S090004849,예산세출,2180000,376681000,28390000,361197000,0,0,2025
S090004850,예산세출,7475000,791930000,75688000,349367000,0,0,2025
S090004851,예산세출,6140000,761837000,81354000,323644000,0,0,2025
S090004852,예산세출,2550000,569114000,63850000,395830000,0,0,2025
S090004853,예산세출,7940000,803215000,25475000,365487000,223014000,0,2025
S090004854,예산세출,8450000,497086000,44421000,375029000,0,0,2025
S090004855,예산세출,7925000,557505000,68277000,303062000,0,0,2025
S090004856,예산세출,27250000,1705408000,81510000,506646000,0,0,2025
S090004857,예산세출,10700000,504763000,51507000,285681000,0,0,2025
S090004858,예산세출,1850000,663876000,30804000,354720000,0,0,2025
S090004859,예산세출,13950000,928314000,72349000,348316000,0,0,2025
S090004881,예산세출,6440000,832123000,56172000,332016000,0,0,2025
S090004891,예산세출,4190000,483861000,36380000,334320000,0,0,2025
S090004892,예산세출,6310000,94519000,31570000,242430000,0,0,2025
S090004940,예산세출,8342000,713405000,53926000,382582000,0,0,2025
S090004941,예산세출,8500000,742887000,99440000,409691000,700000,50000,2025
S090004942,예산세출,4950000,549610000,38851000,362442000,0,0,2025
S090004946,예산세출,8800000,1030454000,57352000,408780000,0,0,2025
S090004953,예산세출,4310000,203617000,30207000,279347000,0,0,2025
S090004954,예산세출,10130000,318525000,55822000,322283000,0,0,2025
S090004955,예산세출,10100000,612765000,53494000,317420000,0,0,2025
S090004958,예산세출,7750000,689210000,103556000,315633000,0,0,2025
S090004960,예산세출,20353000,891131000,61020000,354139000,0,50000,2025
S090004961,예산세출,8588000,511806000,34669000,334266000,0,0,2025
S090004962,예산세출,5320000,552377000,48177000,312508000,0,0,2025
S090004963,예산세출,15510000,739739000,60626000,319549000,0,0,2025
S090004964,예산세출,9610000,634023000,41823000,323746000,0,0,2025
S090004965,예산세출,5450000,162093000,22112000,241778000,0,0,2025
S090004966,예산세출,3600000,754722000,60714000,393193000,0,0,2025
S090004967,예산세출,5310000,695815000,53109000,369178000,0,0,2025
S090004978,예산세출,13410000,980909000,43164000,339501000,0,0,2025
S090004980,예산세출,7050000,680973000,61762000,404468000,0,0,2025
S090004981,예산세출,11480000,890304000,49222000,389297000,0,0,2025
S090004998,예산세출,3300000,304475000,22386000,296423000,0,276000,2025
S090005003,예산세출,7110000,396659000,45232000,314376000,0,10000000,2025
S090005004,예산세출,2390000,623776000,55132000,304321000,0,60000,2025
S090005005,예산세출,7260000,1250414000,115416000,405141000,0,0,2025
S090005006,예산세출,5270000,602261000,46288000,311478000,0,2376000,2025
S090005007,예산세출,3740000,670732000,66154000,321469000,0,0,2025
S090005008,예산세출,4780000,262763000,19856000,324343000,0,0,2025
S090005009,예산세출,15700000,963550000,61153000,405741000,0,0,2025
S090005010,예산세출,7810000,544598000,45524000,304243000,0,0,2025
S090005011,예산세출,4700000,531998000,34580000,370548000,0,0,2025
S090005012,예산세출,10750000,221961000,60861000,315593000,0,0,2025
S090005013,예산세출,5830000,768047000,89734000,367850000,0,50000,2025
S090005014,예산세출,11470000,501350000,56820000,364923000,0,0,2025
S090005015,예산세출,16660000,610711000,77602000,376651000,0,275000,2025
S090005016,예산세출,10230000,459690000,55886000,369892000,0,0,2025
S090005017,예산세출,7650000,528607000,50938000,366681000,0,0,2025
S090005018,예산세출,5050000,459161000,58999000,359835000,0,0,2025
S090005019,예산세출,12320000,585185000,70992000,402144000,0,0,2025
S090005023,예산세출,7206000,384972000,45507000,332973000,0,0,2025
S090005024,예산세출,8550000,924325000,62020000,306401000,0,0,2025
S090005025,예산세출,7400000,703559000,55608000,393091000,0,0,2025
S090005026,예산세출,8790000,981721000,49754000,440662000,0,0,2025
S090005027,예산세출,4000000,714963000,38757000,370800000,0,0,2025
S090005028,예산세출,19400000,515165000,125729000,369275000,0,11000,2025
S090005029,예산세출,5000000,711785000,48760000,305752000,0,0,2025
S090005030,예산세출,7260000,251231000,65932000,318401000,0,0,2025
S090005031,예산세출,8260000,868343000,71158000,383399000,0,0,2025
S090005032,예산세출,13860000,1070362000,74766000,423106000,0,0,2025
S090005036,예산세출,8350000,632951000,45210000,318509000,0,0,2025
S090005037,예산세출,3970000,523845000,37872000,312224000,0,0,2025
S090005041,예산세출,6080000,505296000,39376000,319234000,0,0,2025
S090005042,예산세출,2600000,435577000,22346000,312394000,0,0,2025
S090005043,예산세출,4210000,389435000,31150000,273470000,0,0,2025
S090005129,예산세출,3710000,516625000,29930000,306252000,0,61000,2025
S090005130,예산세출,13860000,973444000,59224000,316009000,0,0,2025
S090005131,예산세출,5800000,242355000,54980000,343070000,0,0,2025
S090005138,예산세출,9860000,659422000,37975000,330892000,0,2000,2025
S090005139,예산세출,8650000,656039000,63145000,346967000,0,0,2025
S090005141,예산세출,5680000,432241000,43231000,302696000,0,0,2025
S090005142,예산세출,8650000,544381000,58330000,346855000,0,0,2025
S090005145,예산세출,4260000,137965000,20047000,297964000,0,0,2025
S090005146,예산세출,15135000,614943000,40562000,304070000,0,6000,2025
S090005147,예산세출,8700000,675307000,63689000,357981000,0,0,2025
S090005152,예산세출,3830000,725661000,63874000,409017000,0,200000,2025
S090005154,예산세출,7020000,568112000,43427000,355324000,0,50000,2025
S090005155,예산세출,10958000,966873000,47896000,411399000,0,0,2025
S090005179,예산세출,4350000,538174000,25243000,270359000,0,50000,2025
S090005181,예산세출,6220000,321077000,27448000,220059000,0,0,2025
S090005182,예산세출,4550000,515455000,68630000,307092000,0,0,2025
S090005183,예산세출,8360000,1044439000,36133000,400172000,0,0,2025
S090005184,예산세출,4370000,703645000,48393000,339430000,0,0,2025
S090005185,예산세출,13390000,761125000,104097000,341680000,0,0,2025
S090005186,예산세출,10440000,205732000,75870000,366449000,0,100000,2025
S090005187,예산세출,6250000,854517000,84771000,341083000,0,0,2025
S090005188,예산세출,4880000,296842000,25006000,296484000,0,50000,2025
S090005269,예산세출,5798000,408288000,43727000,326365000,0,0,2025
S090005270,예산세출,1980000,290581000,30332000,266969000,0,0,2025
S090005288,예산세출,9970000,800096000,58714000,379383000,0,3007000,2025
S090005294,예산세출,6590000,481028000,47181000,186314000,36166000,0,2025
S090005295,예산세출,4700000,592222000,28592000,339443000,0,0,2025
S090005313,예산세출,7660000,496612000,28728000,299452000,0,0,2025
S090005324,예산세출,6790000,737145000,56275000,321192000,0,0,2025
S090005325,예산세출,10710000,959747000,82227000,322411000,0,0,2025
S090005330,예산세출,10250000,1075019000,88032000,385556000,0,0,2025
S090005332,예산세출,7290000,819911000,67660000,340776000,0,0,2025
S090005334,예산세출,5400000,332385000,31628000,293171000,0,3711000,2025
S090005337,예산세출,9550000,963289000,47920000,325232000,0,6240000,2025
S090005339,예산세출,6180000,550306000,46171000,304117000,0,0,2025
S090005341,예산세출,6700000,828606000,36100000,354486000,0,0,2025
S090005344,예산세출,8932000,231999000,57699000,305883000,0,0,2025
S090005357,예산세출,12250000,827658000,80097000,350210000,0,0,2025
S090005363,예산세출,17894000,756797000,80876000,365582000,0,0,2025
S090005366,예산세출,7300000,519473000,69126000,312803000,0,0,2025
S090005369,예산세출,4450000,836835000,79076000,339734000,0,0,2025
S090005372,예산세출,7450000,472578000,48558000,367473000,0,80000,2025
S090005373,예산세출,19460000,1113974000,108865000,398398000,18000000,0,2025
S090005375,예산세출,5190000,565670000,53810000,258887000,0,0,2025
S090005393,예산세출,7384000,556925000,70990000,334509000,0,50000,2025
S090005395,예산세출,4950000,449466000,41970000,306508000,0,0,2025
S090005397,예산세출,8400000,277419000,13475000,304187000,0,200000,2025
S090005402,예산세출,9410000,383566000,33408000,356616000,0,0,2025
S090005404,예산세출,5800000,297026000,37681000,309040000,0,0,2025
S090005406,예산세출,11600000,740087000,48020000,344215000,0,0,2025
S090005408,예산세출,8200000,69258000,28482000,247162000,0,10000000,2025
S090005411,예산세출,6490000,557143000,48986000,287373000,0,0,2025
S090005412,예산세출,13700000,787018000,86717000,395301000,0,3380000,2025
S090005471,예산세출,13520000,696711000,90978000,326999000,0,50000,2025
S090005472,예산세출,10800000,749772000,70060000,301481000,0,0,2025
S090005474,예산세출,12780000,613905000,92736000,249385000,0,0,2025
S090005476,예산세출,16860000,713140000,56666000,279035000,0,0,2025
S090005478,예산세출,9690000,348186000,40117000,234609000,0,0,2025
S090005480,예산세출,12820000,640450000,54829000,241576000,0,0,2025
S090005487,예산세출,7900000,846975000,138004000,259342000,0,0,2025
S090005494,예산세출,6190000,703444000,67763000,252625000,20000000,0,2025
S090005495,예산세출,10890000,232664000,30427000,175304000,0,0,2025
S090005496,예산세출,10250000,767330000,79603000,230269000,0,0,2025
S090005588,예산세출,11643000,627720000,31968000,338165000,0,0,2025
S090005589,예산세출,6100000,790572000,95276000,278343000,0,0,2025
S090005591,예산세출,4100000,641491000,63993000,261266000,0,1000000,2025
S090005593,예산세출,16240000,1284780000,116166000,305700000,0,0,2025
S090005594,예산세출,6830000,816965000,87252000,318728000,0,0,2025
S090005595,예산세출,7190000,750280000,89508000,335366000,0,0,2025
S090005597,예산세출,10450000,740261000,64344000,358444000,0,0,2025
S090005603,예산세출,1860000,400179000,95927000,200984000,0,0,2025
S090005607,예산세출,8500000,772890000,100645000,241450000,0,0,2025
S090005610,예산세출,6080000,823945000,67241000,278679000,0,0,2025
S090005612,예산세출,3500000,443070000,51165000,225580000,0,0,2025
S090005617,예산세출,15250000,709628000,76217000,307794000,200000,0,2025
S090005621,예산세출,9300000,921257000,79186000,304037000,0,0,2025
S090005627,예산세출,9640000,377429000,46947000,157963000,0,0,2025
S090005628,예산세출,5465000,506280000,53099000,178903000,0,0,2025
S090005644,예산세출,4960000,565523000,50810000,313311000,0,0,2025
S090005645,예산세출,6510000,598185000,74234000,279215000,0,500000,2025
S090005646,예산세출,13720000,500144000,63579000,257163000,0,0,2025
S090005647,예산세출,13150000,628380000,59934000,308512000,0,0,2025
S090005648,예산세출,5060000,845773000,97389000,263562000,0,0,2025
S090005649,예산세출,12660000,112805000,107451000,318561000,0,0,2025
S090005650,예산세출,10900000,730933000,89321000,254237000,0,0,2025
S090005651,예산세출,10350000,834551000,73840000,307990000,0,0,2025
S090005652,예산세출,9960000,825422000,90704000,253001000,0,0,2025
S090005678,예산세출,11680000,441033000,47632000,234878000,0,0,2025
S090005680,예산세출,5000000,250422000,52037000,170319000,0,0,2025
S090005682,예산세출,7540000,701978000,65302000,239159000,0,10000000,2025
S090005686,예산세출,6470000,486138000,52362000,233748000,0,0,2025
S090005687,예산세출,5785000,296740000,65679000,188634000,0,0,2025
S090005688,예산세출,8660000,633433000,50161000,231156000,0,2000000,2025
S090005690,예산세출,7640000,761785000,65980000,218361000,0,0,2025
S090005692,예산세출,5550000,1086981000,97637000,293376000,0,100000,2025
S090005693,예산세출,2730000,552739000,61936000,209408000,0,1061000,2025
S090005695,예산세출,8530000,1057323000,56279000,313823000,0,0,2025
S090005696,예산세출,5120000,685653000,52283000,271816000,0,0,2025
S090005702,예산세출,9040000,790187000,87783000,270379000,0,0,2025
S090005703,예산세출,14512000,772054000,84118000,226739000,0,0,2025
S090005705,예산세출,16280000,1023789000,112030000,310508000,0,15000,2025
S090005706,예산세출,8000000,438547000,70354000,186656000,0,0,2025
S090005708,예산세출,11650000,833668000,74474000,291840000,0,0,2025
S090005710,예산세출,8800000,510792000,47268000,243478000,0,0,2025
S090005739,예산세출,6460000,576239000,71406000,242745000,0,800000,2025
S090005740,예산세출,2700000,968043000,97420000,325086000,0,0,2025
S090005742,예산세출,7390000,643627000,60863000,298308000,0,0,2025
S090005744,예산세출,9410000,1055717000,128155000,311639000,0,0,2025
S090005747,예산세출,5860000,598945000,54362000,278159000,0,0,2025
S090005748,예산세출,11100000,550784000,41843000,261436000,0,0,2025
S090005750,예산세출,9530000,754958000,110299000,292572000,0,0,2025
S090005751,예산세출,4900000,418947000,65294000,189300000,500000,0,2025
S090005763,예산세출,18100000,566262000,95686000,236439000,0,0,2025
S090005765,예산세출,8320000,1147610000,67766000,299994000,0,0,2025
S090005771,예산세출,9800000,951798000,53830000,316462000,0,6620000,2025
S090005773,예산세출,4820000,448132000,59938000,249922000,0,0,2025
S090005774,예산세출,6996000,656221000,55727000,269279000,0,0,2025
S090005780,예산세출,12800000,1285253000,79080000,286187000,0,0,2025
S090005784,예산세출,8010000,769910000,62521000,376271000,0,0,2025
S090005805,예산세출,3300000,94174000,45093000,205097000,0,0,2025
S090005807,예산세출,5650000,572264000,72596000,290934000,0,0,2025
S090005809,예산세출,7950000,600023000,39552000,222426000,0,0,2025
S090005816,예산세출,6500000,1311594000,79790000,429433000,0,0,2025
S090005818,예산세출,14290000,629626000,66834000,235852000,0,0,2025
S090005839,예산세출,8040000,731747000,70478000,196933000,0,300000,2025
S090005846,예산세출,13940000,898284000,46620000,272803000,0,0,2025
S090005847,예산세출,7750000,623221000,43433000,348967000,0,0,2025
S090005848,예산세출,10780000,1356293000,83464000,469396000,0,0,2025
S090005852,예산세출,4750000,506653000,56440000,333495000,0,0,2025
S090005853,예산세출,10400000,1292378000,88275000,339988000,200000,0,2025
S090005854,예산세출,3180000,1183444000,37616000,475043000,0,55000,2025
S090005855,예산세출,15400000,799320000,87454000,262330000,0,0,2025
S090005856,예산세출,14725000,940401000,63986000,285699000,0,100000,2025
S090005860,예산세출,14850000,934195000,105191000,325166000,3000000,0,2025
S090005862,예산세출,12500000,860632000,100266000,310861000,0,1000000,2025
S090005864,예산세출,13430000,914602000,71266000,412452000,1000000,0,2025
S090005867,예산세출,13820000,844459000,91027000,243864000,4000000,0,2025
S090005869,예산세출,12520000,756847000,83823000,214913000,0,0,2025
S090005873,예산세출,12650000,1728672000,120502000,546956000,0,0,2025
S090005874,예산세출,3800000,349995000,69404000,301467000,0,481000,2025
S090005879,예산세출,8400000,949235000,140879000,263743000,0,0,2025
S090005882,예산세출,12680000,1014181000,161131000,216775000,0,7100000,2025
S090005883,예산세출,12070000,1189009000,103181000,384652000,0,0,2025
S090005885,예산세출,23850000,989867000,114056000,260299000,0,0,2025
S090005888,예산세출,12270000,1215525000,63058000,419783000,0,0,2025
S090005894,예산세출,9045000,1012468000,81951000,251235000,0,5753000,2025
S090005896,예산세출,6500000,1734375000,85809000,354411000,0,0,2025
S090005897,예산세출,9940000,1559963000,68076000,328366000,0,8000,2025
S090005912,예산세출,1650000,613870000,35398000,331416000,0,500000,2025
S090005914,예산세출,3510000,868183000,63323000,356600000,0,0,2025
S090005988,예산세출,12072000,1053059000,104225000,400202000,0,0,2025
S090006026,예산세출,7900000,1714279000,74264000,527914000,0,0,2025
S090006028,예산세출,15930000,1362215000,75425000,473718000,0,100000,2025
S090006030,예산세출,8800000,1981958000,63939000,593006000,0,0,2025
S090006033,예산세출,13055000,1050220000,73624000,414451000,0,0,2025
S090006039,예산세출,20765000,1448448000,67804000,402744000,0,0,2025
S090006040,예산세출,13300000,1385725000,114863000,366269000,0,0,2025
S090006042,예산세출,17010000,1176989000,108584000,277496000,0,0,2025
S090006046,예산세출,28095000,1940975000,79453000,505810000,0,0,2025
S090006053,예산세출,16470000,184941000,63322000,236786000,0,0,2025
S090006055,예산세출,6250000,868576000,39488000,359279000,0,0,2025
S090006058,예산세출,13146000,492751000,44847000,319437000,0,0,2025
S090006061,예산세출,10250000,1125039000,75585000,398286000,0,0,2025
S090006062,예산세출,20350000,1011799000,47178000,424347000,0,2000000,2025
S090006063,예산세출,15900000,1560306000,92485000,447777000,0,1000000,2025
S090006065,예산세출,10940000,186468000,63180000,401662000,0,0,2025
S090006082,예산세출,18670000,1423137000,95370000,358160000,0,0,2025
S090006083,예산세출,4740000,711969000,43310000,367781000,0,0,2025
S090006096,예산세출,4830000,892334000,65456000,397618000,0,0,2025
S090006100,예산세출,9258000,110585000,35701000,448342000,0,0,2025
S090006104,예산세출,6250000,896196000,95526000,400554000,0,0,2025
S090006107,예산세출,8062000,1100370000,61285000,387157000,0,0,2025
S090006108,예산세출,4790000,825323000,49048000,389754000,0,0,2025
S090006109,예산세출,3750000,638567000,45845000,387644000,0,0,2025
S090006112,예산세출,12710000,1069338000,93944000,504093000,0,0,2025
S090006113,예산세출,13800000,1366642000,53892000,538654000,0,58000,2025
S090006122,예산세출,10100000,1601354000,63813000,533037000,0,0,2025
S090006123,예산세출,16600000,1224484000,43782000,464026000,0,1000000,2025
S090006131,예산세출,9140000,1126534000,87750000,401923000,0,0,2025
S090006132,예산세출,10210000,1357679000,65894000,518449000,0,0,2025
S090006133,예산세출,5600000,796490000,68181000,356982000,0,0,2025
S090006152,예산세출,6770000,543919000,27620000,336260000,0,0,2025
S090006153,예산세출,8870000,962632000,77063000,469257000,0,0,2025
S090006154,예산세출,23720000,1279626000,91754000,481880000,0,0,2025
S090006157,예산세출,11100000,1291165000,88920000,446066000,0,2519000,2025
S090006164,예산세출,10100000,2067394000,95591000,573665000,0,0,2025
S090006418,예산세출,10770000,443990000,61423000,227984000,0,0,2025
S090006419,예산세출,3020000,541453000,68740000,232992000,0,0,2025
S090006421,예산세출,6300000,675729000,78284000,231205000,0,0,2025
S090006425,예산세출,5660000,726794000,61592000,184704000,0,0,2025
S090006431,예산세출,5020000,893797000,74917000,281992000,0,0,2025
S090006432,예산세출,7530000,427579000,43814000,163412000,0,0,2025
S090006433,예산세출,8090000,687302000,75540000,302800000,0,0,2025
S090006434,예산세출,5660000,766074000,89976000,197496000,0,0,2025
S090006439,예산세출,5800000,455318000,74054000,257469000,0,0,2025
S090006440,예산세출,8720000,889137000,66505000,291752000,0,0,2025
S090006443,예산세출,19968000,1365192000,220788000,371642000,0,0,2025
S090006445,예산세출,4815000,1092588000,77215000,313114000,0,0,2025
S090006446,예산세출,8050000,986643000,83991000,287762000,0,0,2025
S090006449,예산세출,8360000,764237000,97210000,239887000,0,0,2025
S090006452,예산세출,10400000,653492000,69834000,298672000,1611000,0,2025
S090006454,예산세출,10245000,1191952000,66382000,265782000,0,0,2025
S090006455,예산세출,12090000,1233446000,48850000,378903000,0,0,2025
S090006456,예산세출,1650000,393643000,37507000,205295000,0,0,2025
S090006458,예산세출,2400000,952955000,49268000,338321000,0,0,2025
S090006459,예산세출,15780000,717936000,79432000,327939000,0,0,2025
S090006460,예산세출,9510000,836275000,108735000,281034000,0,0,2025
S090006650,예산세출,8580000,716928000,48086000,410878000,0,0,2025
S090006651,예산세출,17490000,1248703000,99930000,520336000,0,0,2025
S090006759,예산세출,3070000,104417000,25380000,185285000,0,0,2025
S090006770,예산세출,12110000,989098000,73774000,287726000,0,50000,2025
S090006771,예산세출,3900000,676055000,43266000,362988000,0,0,2025
S090006773,예산세출,8840000,1142368000,92854000,300807000,3500000,4250000,2025
S090006774,예산세출,18400000,1362729000,55861000,314865000,0,10000,2025
S090006775,예산세출,16390000,1562136000,101210000,389793000,0,0,2025
S090006776,예산세출,9800000,1658075000,102187000,374854000,900000,0,2025
S090006778,예산세출,11320000,734031000,49415000,390140000,0,0,2025
S090006799,예산세출,8860000,1288593000,99193000,484116000,2500000,0,2025
S090006801,예산세출,11650000,766324000,69570000,329922000,0,0,2025
S090006802,예산세출,10750000,562488000,55694000,365075000,0,0,2025
S090006847,예산세출,2800000,1029733000,89568000,364420000,0,0,2025
S090006913,예산세출,8090000,993173000,41520000,470030000,0,0,2025
S090006914,예산세출,10300000,816062000,114160000,461435000,0,0,2025
